id,social_media_id,company_id
2138,1,887
2139,2,887
2140,4,887
2141,3,887
2142,1,889
2143,2,889
2144,4,889
2145,3,889
2146,1,890
2147,2,890
2148,1,892
2149,2,892
2150,4,892
2151,3,892
2152,1,893
2153,1,894
2154,3,894
2155,1,896
2156,2,896
2157,4,896
2158,3,896
2159,1,897
2160,2,897
2161,3,898
2162,1,899
2163,2,899
2164,4,899
2165,3,899
2166,1,900
2167,2,900
2168,1,901
2169,2,901
2170,4,901
2171,3,901
2172,1,902
2173,3,902
2174,1,903
2175,1,904
2176,3,904
2177,1,905
2178,1,906
2179,2,906
2180,1,907
2181,2,907
2182,4,907
2183,3,907
2184,1,908
2185,2,908
2186,1,909
2187,2,909
2188,1,910
2189,2,910
2190,4,910
2191,3,910
2192,1,911
2193,4,911
2194,3,911
2195,1,912
2196,4,912
2197,3,912
2198,1,914
2199,2,914
2200,4,914
2201,3,914
2202,1,915
2203,2,915
2204,1,916
2205,2,916
2206,4,916
2207,1,917
2208,2,917
2209,4,917
2210,1,918
2211,2,918
2212,1,919
2213,2,919
2214,3,921
2215,1,922
2216,2,922
2217,4,922
2218,3,922
2219,1,923
2220,4,923
2221,3,923
2222,1,924
2223,2,924
2224,3,924
2225,1,925
2226,2,925
2227,1,926
2228,2,926
2229,3,926
2230,1,927
2231,4,927
2232,3,927
2233,1,928
2234,2,928
2235,3,928
2236,1,929
2237,2,929
2238,3,929
2239,1,930
2240,1,931
2241,2,931
2242,1,932
2243,1,934
2244,2,934
2245,4,934
2246,3,934
2247,1,935
2248,4,935
2249,3,935
2250,1,936
2251,2,936
2252,4,936
2253,3,936
2254,1,937
2255,2,937
2256,1,938
2257,3,938
2258,1,939
2259,1,940
2260,2,940
2261,1,941
2262,2,941
2263,3,941
2264,1,942
2265,1,943
2266,2,943
2267,4,943
2268,3,943
2269,1,944
2270,2,944
2271,1,945
2272,1,946
2273,1,948
2274,2,948
2275,4,948
2276,1,949
2277,2,949
2278,3,949
2279,1,950
2280,2,950
2281,4,950
2282,1,951
2283,3,951
2284,1,952
2285,2,952
2286,1,953
2287,2,953
2288,4,953
2289,3,953
2290,1,954
2291,2,954
2292,4,954
2293,3,954
2294,1,955
2295,2,955
2296,1,956
2297,2,956
2298,4,956
2299,3,956
2300,1,957
2301,2,957
2302,1,958
2303,2,958
2304,4,958
2305,3,958
2306,1,959
2307,2,959
2308,3,959
2309,1,960
2310,2,960
2311,1,961
2312,2,961
2313,1,962
2314,2,962
2315,3,962
2316,1,963
2317,2,963
2318,1,964
2319,2,964
2320,3,964
2321,1,966
2322,2,966
2323,4,966
2324,3,966
2325,1,967
2326,2,967
2327,1,968
2328,1,969
2329,2,970
2330,1,971
2331,1,972
2332,2,972
2333,3,972
2334,1,973
2335,2,973
2336,4,973
2337,3,973
2338,1,974
2339,2,974
2340,4,974
2341,1,975
2342,2,975
2343,1,976
2344,2,976
2345,4,976
2346,3,976
2347,1,977
2348,4,977
2349,1,978
2350,2,978
2351,4,978
2352,1,979
2353,2,979
2354,1,980
2355,2,980
2356,4,980
2357,1,981
2358,2,981
2359,4,981
2360,3,981
2361,1,982
2362,2,982
2363,3,982
2364,4,983
2365,1,985
2366,2,985
2367,1,986
2368,2,986
2369,4,986
2370,1,987
2371,2,987
2372,1,989
2373,2,989
2374,4,989
2375,3,989
2376,1,990
2377,2,990
2378,4,990
2379,3,990
2380,1,991
2381,2,991
2382,3,991
2383,1,992
2384,1,993
2385,2,993
2386,1,994
2387,2,994
2388,1,995
2389,1,996
2390,4,996
2391,3,996
2392,1,998
2393,2,998
2394,4,998
2395,1,999
2396,2,999
2397,4,999
2398,1,1000
2399,2,1000
2400,4,1000
2401,3,1000
