id,name,role,company_id
1906,George Mbuthia,,931
1907,Anthony Wagacha,,931
1908,Joybroto Ganguly,,932
1909,Sriramkumar Sundararaman,,932
1910,Akshat Singhal,,933
1911,Pratik Mohapatra,,933
1912,Femi Iromini,,934
1913,Adedapo Sobayo,,934
1914,Perry Zheng,,935
1915,Gary Lin,,936
1916,Tomi Amao,Founder,937
1917,Sam Keiru,Founder,937
1918,Sinan Ismail,,938
1919,Anna Joo Fee,,939
1920,Alexandros Chaaraoui,,940
1921,Oleg Kozynenko,,940
1922,Jose Padilla,,940
1923,Jose Luis Perez,,940
1924,Pedro Trujillano,,940
1925,JD Dance,,941
1926,Joseph Sciarrino,,941
1927,"Preeti Bhargava, PhD",PhD,942
1928,Nitesh Shroff,,942
1929,Neeraj Dasila,,943
1930,Govinda Upadhyay,,943
1931,Siamak Freydoonnejad,,944
1932,Sina Zargaran,,944
1933,David Hayes,,945
1934,Manu Zope,,945
1935,Joel Koshy,Founder,946
1936,Rahul Mallapur,Founder,946
1937,bently nixon,Founder,946
1938,Phillip Aubrey,,947
1939,Daniel Afolayan,,948
1940,Kayode Disu,,949
1941,Peter Ekunkoya,,949
1942,Arcadiy Golubovich,,950
1943,Robert Hinckley,,951
1944,Austin Petersen,,951
1945,Alexander Steffen,,951
1946,Mark Fischel,,952
1947,Harry Humfrey,,952
1948,Will Taylor,,952
1949,Eduardo Ortiz de Lanzagorta Gonzalez,,953
1950,Primerose Katena,,954
1951,Felix Manford,,954
1952,Derrick Mungai,,954
1953,Evans Darbo Boateng,,954
1954,Emmanuel Aina,,955
1955,Subomi Oluwalana,,955
1956,Andrew Airelobhegbe,,956
1957,Impact Airelobhegbe,,956
1958,Praise Osagie,,956
1959,Godstime Asine,,956
1960,Tobi Ololade,,957
1961,Ayomide Oso,,957
1962,Kashif Saleem,,958
1963,Ben Sand,,959
1964,Joseph Femi Aghedo,,960
1965,Idorenyin Obong,,960
1966,Faouzi EL YAGOUBI,,961
1967,Anji Ismail,,961
1968,Farooq Tirmizi,,962
1969,Uzair Mahmud,,962
1970,Callum Ferguson,,963
1971,Cameron Ferguson,,963
1972,Daria Balatsky,,964
1973,Alex Brown,,964
1974,Caroline McKeon,,964
1975,Phi Dang,,965
1976,Jasmine Huynh,,965
1977,Niyi Adegboye,,966
1978,Lanre Ogungbe,,966
1979,Ebuka Obi,,966
1980,Tyler Carbone,,967
1981,Amir Tarighat,,967
1982,Joakim Bruchmann,,968
1983,Oscar Vingtoft,,968
1984,Aman Bhayana,,969
1985,Arsalan Bashir,,970
1986,Fabio Schmidberger,,971
1987,Marcel Schmidberger,,971
1988,Erik Ziegler,,971
1989,Sachin Jain,,972
1990,Sagar Soni,,972
1991,Tamanjit Bindra,,973
1992,Snehanshu Gandhi,,973
1993,Gaurav Shrishrimal,,973
1994,Robert Nyangate,,974
1995,Alphas Sinja,,974
1996,John Flash Dada,Founder,975
1997,Henry Mascot,Founder,975
1998,Amr Yussif,,976
1999,Matthieu Capelle,,976
2000,Sipra Laddha,Founder,977
2001,Shama Rathi,Founder,977
2002,Vamsee Koneru,,978
2003,Tom Firth,,979
2004,Aditya Padwal,,980
2005,Jai Thirani,,980
2006,Robert Baron,,981
2007,James Jara,,981
2008,Federico Patiño,,981
2009,Minh Chung Hoang,,982
2010,Wesley Zheng,,982
2011,Erica Du,,983
2012,Jennifer Liu,,983
2013,John Jost,,984
2014,Maxim Karpov,,984
2015,Ricardo Wölker,Founder,985
2016,Alexander von Boetticher,Founder,985
2017,Umair Aslam,,986
2018,Sameel Hayat,,986
2019,Shoaib Khan,,986
2020,Fawad Hussain,,986
2021,Asher Adeniyi,,987
2022,Kingsley Michael,,987
2023,Efosa Uwoghiren,,987
2024,Ezequiel Bucai,,988
2025,Lucrecia Porta,,988
2026,Rakesh Goyal,,989
2027,Hernan Lopez Conde,,990
2028,Santiago Pezzoni,,990
2029,Juan Diego Galvez,,991
2030,Federico Benavides,,991
2031,Coco Zuloaga,,992
2032,Aaron Neiderhiser,,992
2033,Yinka Elujoba,,993
2034,Eni Joshua,,993
2035,Zack Field,,994
2036,Rani Mavram,,994
2037,Sandilya Miduthuri,,995
2038,Chalam PVS,,995
2039,Michael Do,,996
2040,Phuoc Tran,,996
2041,Kunal Popat,,997
2042,Rachit Puri,,997
2043,Udita Pal,,998
2044,Ankit Parasher,,998
2045,Roy Stillwell,,999
2046,Malcolm-Wiley Floyd,,1000
2047,Scott Fritz,,1000
